Ciqual AGB,Groupe d'aliment,Sous-groupe d'aliment,Nom Français,LCI Name,Score unique EF,Changement climatique,Appauvrissement de la couche d'ozone,Rayonnements ionisants,Formation photochimique d'ozone,Particules fines,Effets toxicologiques sur la santé humaine : substances non-cancérogènes,Effets toxicologiques sur la santé humaine : substances cancérogènes,Acidification terrestre et eaux douces,Eutrophisation eaux douces,Eutrophisation marine,Eutrophisation terrestre,Écotoxicité pour écosystèmes aquatiques d'eau douce,Utilisation du sol,Épuisement des ressources eau,Épuisement des ressources énergétiques,Épuisement des ressources minéraux
32021,produits céréaliers,céréales de petit-déjeuner et biscuits,"Céréales pour petit déjeuner ""équilibre"" nature ou au miel, enrichies en vitamines et minéraux","Breakfast cereals, diet, plain or with honey, fortified with vitamins and chemical elements",0.42267951,3.3955539,5.0911225e-08,0.64358799,0.0095651478,2.2700692e-07,2.6031137e-07,1.6906397e-09,0.03024642,0.00048148895,0.020019654,0.12435206,46.84499599999999,155.65329,6.4505807,37.377144,8.8099216e-06
32001,produits céréaliers,céréales de petit-déjeuner et biscuits,"Céréales pour petit déjeuner chocolatées, non fourrées, enrichies en vitamines et minéraux","Breakfast cereals, with chocolate, not filled, fortified with vitamins and chemical elements",0.42267951,3.3955539,5.0911225e-08,0.64358799,0.0095651478,2.2700692e-07,2.6031137e-07,1.6906397e-09,0.03024642,0.00048148895,0.020019654,0.12435206,46.84499599999999,155.65329,6.4505807,37.377144,8.8099216e-06
32017,produits céréaliers,céréales de petit-déjeuner et biscuits,Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes,"Breakfast cereals, filled with chocolate or chocolate-hazelnuts",0.42267951,3.3955539,5.0911225e-08,0.64358799,0.0095651478,2.2700692e-07,2.6031137e-07,1.6906397e-09,0.03024642,0.00048148895,0.020019654,0.12435206,46.84499599999999,155.65329,6.4505807,37.377144,8.8099216e-06
32016,produits céréaliers,céréales de petit-déjeuner et biscuits,"Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes, enrichies en vitamines et minéraux","Breakfast cereals, filled with chocolate or chocolate-hazelnuts, fortified with vitamins and chemical elements",0.42267951,3.3955539,5.0911225e-08,0.64358799,0.0095651478,2.2700692e-07,2.6031137e-07,1.6906397e-09,0.03024642,0.00048148895,0.020019654,0.12435206,46.84499599999999,155.65329,6.4505807,37.377144,8.8099216e-06
32018,produits céréaliers,céréales de petit-déjeuner et biscuits,"Céréales pour petit déjeuner fourrées, fourrage autre que chocolat, enrichies en vitamines et minéraux","Breakfast cereals, filled with a filling other than chocolate, fortified with vitamins and chemical elements",0.42267951,3.3955539,5.0911225e-08,0.64358799,0.0095651478,2.2700692e-07,2.6031137e-07,1.6906397e-09,0.03024642,0.00048148895,0.020019654,0.12435206,46.84499599999999,155.65329,6.4505807,37.377144,8.8099216e-06
32008,produits céréaliers,céréales de petit-déjeuner et biscuits,"Céréales pour petit déjeuner riches en fibres, au chocolat, enrichies en vitamines et minéraux","Breakfast cereals, rich in fibre, with chocolate, fortified with vitamins and chemical elements",0.42267951,3.3955539,5.0911225e-08,0.64358799,0.0095651478,2.2700692e-07,2.6031137e-07,1.6906397e-09,0.03024642,0.00048148895,0.020019654,0.12435206,46.84499599999999,155.65329,6.4505807,37.377144,8.8099216e-06
32002,produits céréaliers,céréales de petit-déjeuner et biscuits,"Céréales pour petit déjeuner riches en fibres, avec ou sans fruits, enrichies en vitamines et minéraux","Breakfast cereals, rich in fibre, with or without fruits, fortified with vitamins and chemical elements",0.42267951,3.3955539,5.0911225e-08,0.64358799,0.0095651478,2.2700692e-07,2.6031137e-07,1.6906397e-09,0.03024642,0.00048148895,0.020019654,0.12435206,46.84499599999999,155.65329,6.4505807,37.377144,8.8099216e-06
32116,produits céréaliers,céréales de petit-déjeuner et biscuits,"Céréales pour petit déjeuner très riches en fibres, enrichies en vitamines et minéraux","Breakfast cereals, very rich in fibre, fortified with vitamins and chemical elements",0.42267951,3.3955539,5.0911225e-08,0.64358799,0.0095651478,2.2700692e-07,2.6031137e-07,1.6906397e-09,0.03024642,0.00048148895,0.020019654,0.12435206,46.84499599999999,155.65329,6.4505807,37.377144,8.8099216e-06
38104,produits céréaliers,céréales de petit-déjeuner et biscuits,Chips de crevette,Prawn crackers,0.88118456,5.4501681,4.47783e-07,0.85959516,0.021950883,3.6310516e-07,9.7395406e-08,7.1030905e-09,0.039335283,0.0024169979,0.037688748,0.12433279,108.262542,266.55623,37.244098,68.914537,1.6215144e-05
38105,produits céréaliers,céréales de petit-déjeuner et biscuits,Chips de maïs ou tortilla chips,Corn chips or tortilla chips,0.25690497,2.334405,4.567404e-08,0.53235063,0.0062681234,1.0550156e-07,4.1165433e-08,3.6644552e-09,0.011283922,0.00063495222,0.012832719,0.044404073,39.537724,227.30768,0.86138642,38.349767,7.1879165e-06
24360,produits céréaliers,céréales de petit-déjeuner et biscuits,Cigarette,Wafer cookie,0.3014562,2.8708505,2.862611e-08,0.59094319,0.0066207964,2.2881569e-07,2.0108996e-08,1.4065222e-09,0.030184633,0.00030531944,0.010772682,0.12647554,28.466308,120.39901,1.3353713,34.993086,8.1822101e-06
24685,produits céréaliers,céréales de petit-déjeuner et biscuits,"Cône ou cornet classique, pour glace","Cone, wafer for ice cream",0.35935957,3.4575241,3.3044726e-08,0.64735181,0.0076653169,2.7805093e-07,3.2589906e-08,1.8906078e-09,0.037562779,0.0003616791,0.013199598,0.15906706,40.96286,161.95616,1.12809,36.643293,9.2744114e-06
24684,produits céréaliers,céréales de petit-déjeuner et biscuits,Cookie aux pépites de chocolat,"Biscuit (cookie), with chocolate drops",0.43527217,6.2702558,3.4690019e-08,0.57793491,0.012504672,1.9841214e-07,2.7038064e-08,3.0127748e-09,0.022478473,0.00072009126,0.020287948,0.090922866,29.272475,262.31522,1.4170746,45.396943,8.4978613e-06
24370,produits céréaliers,céréales de petit-déjeuner et biscuits,Crêpe dentelle,Wafer cookie,0.3014562,2.8708505,2.862611e-08,0.59094319,0.0066207964,2.2881569e-07,2.0108996e-08,1.4065222e-09,0.030184633,0.00030531944,0.010772682,0.12647554,28.466308,120.39901,1.3353713,34.993086,8.1822101e-06
38408,produits céréaliers,céréales de petit-déjeuner et biscuits,"Crêpe dentelle (pour apéritif) au fromage, préemballée","Salted crispy crepe with cheese, prepacked",0.20794451,1.5367369,3.6439235e-08,0.57123014,0.0050976389,1.0903495e-07,2.6586069e-08,2.8157324e-09,0.013744817,0.00048192093,0.01238874,0.057786211,33.385301,189.23171,0.7043714,24.625196,6.4186689e-06
24371,produits céréaliers,céréales de petit-déjeuner et biscuits,"Crêpe dentelle au chocolat, préemballée","Wafer cookie, with chocolate, prepacked",0.61635884,10.336251,3.3340472e-08,0.63414231,0.018022935,2.4302247e-07,2.4902132e-08,4.4687499e-09,0.02862916,0.0011696082,0.027717919,0.1166858,35.3129281,402.12863,1.2358053,50.05063,9.198236e-06
32140,produits céréaliers,céréales de petit-déjeuner et biscuits,Flocon d'avoine précuit,"Oat flakes, pre-cooked, raw",0.3166104,1.5596084,2.9631518e-08,0.57625804,0.0057335248,1.5459201e-07,1.9717395e-08,1.1786439e-09,0.018909788,0.00094692403,0.06986382,0.078416729,14.1663092,235.49999,0.77205269,24.523951,6.2432376e-06
9313,produits céréaliers,céréales de petit-déjeuner et biscuits,"Flocons d'avoine, bouillis/cuits à l'eau","Oat flakes, boiled/cooked in water",0.21306924,1.0136958,1.626487e-08,0.085373039,0.0036426627,1.0536531e-07,1.0872763e-08,8.0146496e-10,0.013431392,0.00070690668,0.053059907,0.055955403,9.8541088,178.69739,0.57262009,9.3230867,4.1070446e-06
24056,produits céréaliers,céréales de petit-déjeuner et biscuits,Florentin (biscuit sec sucré chocolaté aux amandes),Florentine biscuit (chocolate sweet biscuit (cookie) with almonds),0.36847505,3.5906191,3.3288681e-08,0.62829366,0.0079417637,2.8220602e-07,3.3056195e-08,1.8970573e-09,0.037832617,0.00036973379,0.013247416,0.15955591,41.183656,161.44604,1.1602372,39.220216,9.6355135e-06
24311,produits céréaliers,céréales de petit-déjeuner et biscuits,"Gaufrette fourrée chocolat, préemballée","Wafer biscuit, filled with chocolate, prepacked",0.5441355800000001,7.6615701,3.526201e-08,0.6739826,0.014045255,3.0276387e-07,3.4846546e-08,3.4963956e-09,0.039102563,0.00083075028,0.022474664,0.16386801,45.108052,313.17075,1.2350647,45.252451,1.0063517e-05
24312,produits céréaliers,céréales de petit-déjeuner et biscuits,"Gaufrette fourrée fruits à coque (noisette, amande, praline, etc.), chocolatée ou non, préemballée","Wafer biscuit, filled with nuts (hazelnut, almond, praline, etc.), with chocolate or not, prepacked",0.4791545,3.5067781,3.8980094e-08,0.62378173,0.010762549,3.2659772e-07,4.7928224e-08,2.4109982e-09,0.045116668,0.00052832137,0.016952066,0.19032146,96.16692499999999,210.68417,8.1721206,39.44008,1.104268e-05
24320,produits céréaliers,céréales de petit-déjeuner et biscuits,"Gaufrette fourrée, aux fruits","Wafer biscuit, with fruits",0.33454635,2.9171444,1.1308567e-07,0.61116917,0.0069690209,2.3725972e-07,2.8718966e-08,1.6455218e-09,0.030634614,0.00032289568,0.011136129,0.12817917,58.17332399999999,134.87927,3.1416357,35.820123,8.7016058e-06
24300,produits céréaliers,céréales de petit-déjeuner et biscuits,Gaufrette ou éventail sans fourrage,Wafer biscuit without filling,0.35935957,3.4575241,3.3044726e-08,0.64735181,0.0076653169,2.7805093e-07,3.2589906e-08,1.8906078e-09,0.037562779,0.0003616791,0.013199598,0.15906706,40.96286,161.95616,1.12809,36.643293,9.2744114e-06
24313,produits céréaliers,céréales de petit-déjeuner et biscuits,"Gaufrette, fourrée vanille, préemballée","Wafer biscuit, plain or vanilla flavoured, prepacked",0.35935957,3.4575241,3.3044726e-08,0.64735181,0.0076653169,2.7805093e-07,3.2589906e-08,1.8906078e-09,0.037562779,0.0003616791,0.013199598,0.15906706,40.96286,161.95616,1.12809,36.643293,9.2744114e-06
24686,produits céréaliers,céréales de petit-déjeuner et biscuits,Génoise sèche fourrée aux fruits et nappée de chocolat,Dried sponge cake filled with fruits and covered with chocolate,0.32599128,2.469201,3.3428305e-08,0.65743678,0.0085760492,2.5277765e-07,4.3610301e-08,2.0672025e-09,0.033433159,0.0003704571,0.012186929,0.14043263,51.351323,106.95688,1.8043053,38.168141,9.0685319e-06
24231,produits céréaliers,céréales de petit-déjeuner et biscuits,"Goûter sec fourré (""sandwiché"") parfum chocolat","Biscuit (cookie), snack w chocolate filling",0.47521021,6.6022305,4.5080777e-08,0.56015126,0.013737696,2.1500141e-07,2.9816626e-08,4.0626892e-09,0.024840079,0.00089183662,0.023750854,0.10186268,39.081337,331.89011,1.3528598,46.726503,9.1660102e-06
24240,produits céréaliers,céréales de petit-déjeuner et biscuits,"Goûter sec fourré (""sandwiché"") parfum fruits","Biscuit (cookie), snack with fruits filling",0.34366183,3.0502393,1.1332963e-07,0.59211102,0.0072454677,2.4141481e-07,2.9185254e-08,1.6519712e-09,0.030904452,0.00033095037,0.011183947,0.12866801,58.39412,134.36914,3.1737828,38.397046,9.0627079e-06
24225,produits céréaliers,céréales de petit-déjeuner et biscuits,"Goûter sec fourré (""sandwiché"") parfum lait ou vanille","Biscuit (cookie), snack with dairy or vanilla filling",0.50248456,6.6746076,3.4530325e-08,0.62704681,0.012529247,3.0403229e-07,3.5974063e-08,3.0508739e-09,0.039688317,0.00066611056,0.019771105,0.16623174,43.745618,274.03445,1.134978,44.623793,1.0073373e-05
32000,produits céréaliers,céréales de petit-déjeuner et biscuits,"Grains de blé soufflés au miel ou caramel, enrichis en vitamines et minéraux","Breakfast cereals, popped or puffed wheat grain, with honey or caramel, fortified with vitamins and chemical elements",0.42267951,3.3955539,5.0911225e-08,0.64358799,0.0095651478,2.2700692e-07,2.6031137e-07,1.6906397e-09,0.03024642,0.00048148895,0.020019654,0.12435206,46.84499599999999,155.65329,6.4505807,37.377144,8.8099216e-06
32115,produits céréaliers,céréales de petit-déjeuner et biscuits,"Grains de blé soufflés chocolatés, enrichis en vitamines et minéraux","Breakfast cereals, chocolate puffed/popped wheat grain, fortified with vitamins and chemical elements",0.42267951,3.3955539,5.0911225e-08,0.64358799,0.0095651478,2.2700692e-07,2.6031137e-07,1.6906397e-09,0.03024642,0.00048148895,0.020019654,0.12435206,46.84499599999999,155.65329,6.4505807,37.377144,8.8099216e-06
23027,produits céréaliers,céréales de petit-déjeuner et biscuits,Macaron sec,Macaroon,0.40783545,2.339952,3.2530531e-08,0.53066477,0.009897709,2.476057e-07,3.1863742e-08,1.8485446e-09,0.033408539,0.0005061155,0.014068859,0.13834346,94.63165799999999,156.32929,10.506137,37.166087,9.629156e-06
24520,produits céréaliers,céréales de petit-déjeuner et biscuits,Meringue,Meringue,0.2567354,2.0463971,2.7970729e-08,0.56427743,0.0063918615,1.9054215e-07,9.286714e-09,1.1989487e-09,0.024051639,0.00036090239,0.0093225896,0.099642594,31.549014,82.999563,1.8002821,34.843104,7.7102829e-06
32109,produits céréaliers,céréales de petit-déjeuner et biscuits,Muesli croustillant au chocolat (non enrichi en vitamines et minéraux),"Muesli, crunchy, with chocolate (not fortified with vitamins and chemical elements)",0.28351228,2.553668,2.5063797e-08,0.55890468,0.0068849095,1.519832e-07,1.9436233e-08,1.2348618e-09,0.016580605,0.0005832881,0.034041095,0.066335005,16.1643161,142.7318,1.2269454,31.072236,6.8250346e-06
32112,produits céréaliers,céréales de petit-déjeuner et biscuits,"Muesli croustillant au chocolat, avec ou sans fruits, enrichi en vitamines et minéraux","Muesli, crunchy, with chocolate, with or without fruits, fortified with vitamins and chemical elements",0.28353823,2.5537537,2.5066407e-08,0.55897681,0.0068853772,1.5199212e-07,1.9445021e-08,1.2355997e-09,0.016581059,0.00058331536,0.034041216,0.066336225,16.1649966,142.73209,1.2287163,31.074649,6.8256538e-06
32108,produits céréaliers,céréales de petit-déjeuner et biscuits,"Muesli croustillant aux fruits et/ou fruits secs, graines (non enrichi en vitamines et minéraux)","Muesli, crunchy, with fruits and/or dried fruits, grains (not fortified with vitamins and chemical elements)",0.28353823,2.5537537,2.5066407e-08,0.55897681,0.0068853772,1.5199212e-07,1.9445021e-08,1.2355997e-09,0.016581059,0.00058331536,0.034041216,0.066336225,16.1649966,142.73209,1.2287163,31.074649,6.8256538e-06
32111,produits céréaliers,céréales de petit-déjeuner et biscuits,"Muesli croustillant aux fruits ou fruits secs, enrichi en vitamines et minéraux","Muesli, crunchy, with fruits or dried fruits, fortified with vitamins and chemical elements",0.28353823,2.5537537,2.5066407e-08,0.55897681,0.0068853772,1.5199212e-07,1.9445021e-08,1.2355997e-09,0.016581059,0.00058331536,0.034041216,0.066336225,16.1649966,142.73209,1.2287163,31.074649,6.8256538e-06
32138,produits céréaliers,céréales de petit-déjeuner et biscuits,Muesli floconneux aux fruits ou fruits secs (non enrichi en vitamines et minéraux),"Muesli, flakes (Bircher-style), with fruits or dried fruits (not fortified with vitamins and chemical elements)",0.28353823,2.5537537,2.5066407e-08,0.55897681,0.0068853772,1.5199212e-07,1.9445021e-08,1.2355997e-09,0.016581059,0.00058331536,0.034041216,0.066336225,16.1649966,142.73209,1.2287163,31.074649,6.8256538e-06
32110,produits céréaliers,céréales de petit-déjeuner et biscuits,"Muesli floconneux aux fruits ou fruits secs, enrichi en vitamines et minéraux","Muesli, flakes (Bircher-style), with fruits or dried fruits, fortified with vitamins and chemical elements",0.28353823,2.5537537,2.5066407e-08,0.55897681,0.0068853772,1.5199212e-07,1.9445021e-08,1.2355997e-09,0.016581059,0.00058331536,0.034041216,0.066336225,16.1649966,142.73209,1.2287163,31.074649,6.8256538e-06
32113,produits céréaliers,céréales de petit-déjeuner et biscuits,"Muesli floconneux aux fruits ou fruits secs, sans sucres ajoutés","Muesli, flakes (Bircher-style), with fruits or dried fruits, without sugar",0.28353823,2.5537537,2.5066407e-08,0.55897681,0.0068853772,1.5199212e-07,1.9445021e-08,1.2355997e-09,0.016581059,0.00058331536,0.034041216,0.066336225,16.1649966,142.73209,1.2287163,31.074649,6.8256538e-06
32128,produits céréaliers,céréales de petit-déjeuner et biscuits,Muesli floconneux ou de type traditionnel,"Muesli, flakes (Bircher-style)",0.28353823,2.5537537,2.5066407e-08,0.55897681,0.0068853772,1.5199212e-07,1.9445021e-08,1.2355997e-09,0.016581059,0.00058331536,0.034041216,0.066336225,16.1649966,142.73209,1.2287163,31.074649,6.8256538e-06
32135,produits céréaliers,céréales de petit-déjeuner et biscuits,"Multi-céréales soufflées ou extrudées, enrichies en vitamines et minéraux","Breakfast cereals, mix of puffed or extruded cereals, fortified with vitamins and chemical elements",0.42267951,3.3955539,5.0911225e-08,0.64358799,0.0095651478,2.2700692e-07,2.6031137e-07,1.6906397e-09,0.03024642,0.00048148895,0.020019654,0.12435206,46.84499599999999,155.65329,6.4505807,37.377144,8.8099216e-06
24660,produits céréaliers,céréales de petit-déjeuner et biscuits,"Palmier, artisanal","Biscuit ( puff pastry), palmier, from bakery",0.35983979,3.5929477,3.100622e-08,0.64273969,0.0073706594,2.8434026e-07,3.3789397e-08,1.7021529e-09,0.038490155,0.00031738021,0.012356427,0.16312223,37.311914,153.09957,1.0908384,35.854655,9.0753116e-06
32123,produits céréaliers,céréales de petit-déjeuner et biscuits,"Pétales de blé avec noix, noisettes ou amandes, enrichis en vitamines et minéraux","Breakfast cereals, wheat flakes with walnuts, hazelnuts or almonds, fortified with vitamins and chemical elements",0.42267951,3.3955539,5.0911225e-08,0.64358799,0.0095651478,2.2700692e-07,2.6031137e-07,1.6906397e-09,0.03024642,0.00048148895,0.020019654,0.12435206,46.84499599999999,155.65329,6.4505807,37.377144,8.8099216e-06
32011,produits céréaliers,céréales de petit-déjeuner et biscuits,Pétales de blé chocolatés (non enrichis en vitamines et minéraux),"Breakfast cereals, chocolate wheat grain flakes (not fortified with vitamins and chemical elements)",0.42267951,3.3955539,5.0911225e-08,0.64358799,0.0095651478,2.2700692e-07,2.6031137e-07,1.6906397e-09,0.03024642,0.00048148895,0.020019654,0.12435206,46.84499599999999,155.65329,6.4505807,37.377144,8.8099216e-06
32009,produits céréaliers,céréales de petit-déjeuner et biscuits,"Pétales de blé chocolatés, enrichis en vitamines et minéraux","Breakfast cereals, chocolate wheat grain flakes, fortified with vitamins and chemical elements",0.42267951,3.3955539,5.0911225e-08,0.64358799,0.0095651478,2.2700692e-07,2.6031137e-07,1.6906397e-09,0.03024642,0.00048148895,0.020019654,0.12435206,46.84499599999999,155.65329,6.4505807,37.377144,8.8099216e-06
32107,produits céréaliers,céréales de petit-déjeuner et biscuits,Pétales de maïs glacés au sucre (non enrichis en vitamines et minéraux),"Breakfast cereals, corn flakes, sugar iced (not fortified with vitamins and chemical elements)",0.42267951,3.3955539,5.0911225e-08,0.64358799,0.0095651478,2.2700692e-07,2.6031137e-07,1.6906397e-09,0.03024642,0.00048148895,0.020019654,0.12435206,46.84499599999999,155.65329,6.4505807,37.377144,8.8099216e-06
32121,produits céréaliers,céréales de petit-déjeuner et biscuits,"Pétales de maïs glacés au sucre, enrichis en vitamines et minéraux","Breakfast cereals, corn flakes, sugar iced, fortified with vitamins and chemical elements",0.42267951,3.3955539,5.0911225e-08,0.64358799,0.0095651478,2.2700692e-07,2.6031137e-07,1.6906397e-09,0.03024642,0.00048148895,0.020019654,0.12435206,46.84499599999999,155.65329,6.4505807,37.377144,8.8099216e-06
32014,produits céréaliers,céréales de petit-déjeuner et biscuits,Pétales de maïs natures (non enrichis en vitamines et minéraux),"Breakfast cereals, corn flakes, plain (not fortified with vitamins and chemical elements)",0.42267951,3.3955539,5.0911225e-08,0.64358799,0.0095651478,2.2700692e-07,2.6031137e-07,1.6906397e-09,0.03024642,0.00048148895,0.020019654,0.12435206,46.84499599999999,155.65329,6.4505807,37.377144,8.8099216e-06
32005,produits céréaliers,céréales de petit-déjeuner et biscuits,"Pétales de maïs natures, enrichis en vitamines et minéraux","Breakfast cereals, corn flakes, plain, fortified with vitamins and chemical elements",0.42267951,3.3955539,5.0911225e-08,0.64358799,0.0095651478,2.2700692e-07,2.6031137e-07,1.6906397e-09,0.03024642,0.00048148895,0.020019654,0.12435206,46.84499599999999,155.65329,6.4505807,37.377144,8.8099216e-06
9231,produits céréaliers,céréales de petit-déjeuner et biscuits,"Pop-corn ou Maïs éclaté, à l'air, non salé","Pop-corn or air-popped maize, unsalted",0.16363763,1.0160711,2.7886544e-08,0.67434041,0.0031771569,1.0691139e-07,1.8728764e-08,1.1157993e-09,0.013539907,0.00021767716,0.0055395383,0.058153593,33.0691057,79.732089,0.9525397,22.50107,7.6887882e-06
9230,produits céréaliers,céréales de petit-déjeuner et biscuits,"Pop-corn ou Maïs éclaté, à l'huile, salé","Pop-corn or oil popped maize, salted",0.14898062,0.94042483,2.4175475e-08,0.66618421,0.0030009795,9.2862811e-08,1.8201037e-08,9.8467871e-10,0.011368874,0.00021856049,0.0045144204,0.047245776,27.1010375,63.567683,0.77142469,22.159131,9.1449929e-06
9232,produits céréaliers,céréales de petit-déjeuner et biscuits,"Pop-corn ou Maïs éclaté, au caramel","Pop-corn or popped maize, with caramel",0.22514486,1.7274329,2.8309841e-08,0.58132991,0.0047219496,1.8493439e-07,1.4901715e-08,1.044421e-09,0.024575131,0.00024045706,0.008485148,0.10568703,30.2955582,92.002826,1.4149084,23.342281,5.9675115e-06
24070,produits céréaliers,céréales de petit-déjeuner et biscuits,Sablé à la noix de coco,Shortbread cookie w coconut,0.31227922,2.6091749,2.9188903e-08,0.62208005,0.0068719335,2.35747e-07,3.5114085e-08,2.3727683e-09,0.032135105,0.00031154658,0.013048723,0.13609063,44.009201,147.84441,2.2887184,27.845074,7.7429004e-06
24080,produits céréaliers,céréales de petit-déjeuner et biscuits,"Sablé au cacao ou chocolat, au praliné ou autre","Shortbread cookie with cocoa or chocolate, or praline or other",0.46233184,6.0615648,3.327591e-08,0.65710599,0.011430043,2.8851893e-07,3.392016e-08,2.9666301e-09,0.038595914,0.00062478877,0.019547358,0.16412861,42.94441399999999,274.05207,0.91436607,34.375611,8.6794561e-06
24072,produits céréaliers,céréales de petit-déjeuner et biscuits,"Sablé aux fruits (pomme, fruits rouges, etc.)","Shortbread cookie with fruit (apple, red berries, etc.)",0.28987589,2.5473424,3.0296393e-08,0.72134595,0.0061087132,2.2877072e-07,2.5509923e-08,1.511382e-09,0.031026061,0.00029243694,0.011153582,0.13228173,33.619918,130.84902,1.023952,29.835776,7.5409646e-06
24071,produits céréaliers,céréales de petit-déjeuner et biscuits,Sablé pâtissier,Shortbread pastry biscuit,0.345123,3.1912747,3.2420429e-08,0.66650094,0.0070453952,2.8442545e-07,3.2786747e-08,1.8305345e-09,0.03932366,0.00032439266,0.013441306,0.16868358,40.796864,168.02929,0.97250085,29.280232,8.5323969e-06
24009,produits céréaliers,céréales de petit-déjeuner et biscuits,Spéculoos,Speculoos biscuit,0.44253654,3.8165344,5.2140157e-08,0.65521647,0.0086861836,2.9841801e-07,9.4514092e-08,6.0080113e-09,0.040494832,0.00039263201,0.014184185,0.17191495,137.281704,186.78221,2.549695,37.042588,9.9377102e-06
7412,produits céréaliers,céréales de petit-déjeuner et biscuits,"Tartine craquante, extrudée et grillée, fourrée au chocolat","Biscuit, extruded and grilled, chocolate filling",0.18190461,1.5377913,2.3711469e-08,0.56270266,0.0042947838,1.1546467e-07,1.5326575e-08,1.4522453e-09,0.015027365,0.00024643297,0.0089028273,0.062831163,19.5709492,111.5749,0.44696033,24.363868,5.2805159e-06
7413,produits céréaliers,céréales de petit-déjeuner et biscuits,"Tartine craquante, extrudée et grillée, fourrée aux fruits","Biscuit, extruded and grilled, fruits filling",0.18190461,1.5377913,2.3711469e-08,0.56270266,0.0042947838,1.1546467e-07,1.5326575e-08,1.4522453e-09,0.015027365,0.00024643297,0.0089028273,0.062831163,19.5709492,111.5749,0.44696033,24.363868,5.2805159e-06
9510,produits céréaliers,farines et pâtes à tarte,Amidon de maïs ou fécule de maïs,Maize/corn starch,0.20696282,1.5506003,2.7476871e-08,0.184316,0.0063217776,1.2230009e-07,2.3452081e-08,9.676524e-10,0.013129037,0.00051480473,0.0059342203,0.046833219,43.757328,33.06023,3.9872635,18.530167,1.4665519e-05
9437,produits céréaliers,farines et pâtes à tarte,Farine de blé tendre ou froment avec levure incorporée,"Wheat flour, self-raising",0.10172007,0.79146928,1.3258379e-08,0.17965373,0.0026637764,7.1756117e-08,6.1822559e-09,1.0232697e-09,0.0094547403,0.00016027433,0.0063555545,0.039979878,13.4234695,84.216541,0.20547221,9.0273004,3.6234456e-06
9410,produits céréaliers,farines et pâtes à tarte,Farine de blé tendre ou froment T110,"Wheat flour, type 110",0.10172007,0.79146928,1.3258379e-08,0.17965373,0.0026637764,7.1756117e-08,6.1822559e-09,1.0232697e-09,0.0094547403,0.00016027433,0.0063555545,0.039979878,13.4234695,84.216541,0.20547221,9.0273004,3.6234456e-06
9415,produits céréaliers,farines et pâtes à tarte,Farine de blé tendre ou froment T150,"Wheat flour, type 150",0.10172007,0.79146928,1.3258379e-08,0.17965373,0.0026637764,7.1756117e-08,6.1822559e-09,1.0232697e-09,0.0094547403,0.00016027433,0.0063555545,0.039979878,13.4234695,84.216541,0.20547221,9.0273004,3.6234456e-06
9440,produits céréaliers,farines et pâtes à tarte,Farine de blé tendre ou froment T45 (pour pâtisserie),"Wheat flour, type 55 (for pastry)",0.10172007,0.79146928,1.3258379e-08,0.17965373,0.0026637764,7.1756117e-08,6.1822559e-09,1.0232697e-09,0.0094547403,0.00016027433,0.0063555545,0.039979878,13.4234695,84.216541,0.20547221,9.0273004,3.6234456e-06
9436,produits céréaliers,farines et pâtes à tarte,Farine de blé tendre ou froment T55 (pour pains),"Wheat flour, type 55 (for bread)",0.10172007,0.79146928,1.3258379e-08,0.17965373,0.0026637764,7.1756117e-08,6.1822559e-09,1.0232697e-09,0.0094547403,0.00016027433,0.0063555545,0.039979878,13.4234695,84.216541,0.20547221,9.0273004,3.6234456e-06
9435,produits céréaliers,farines et pâtes à tarte,Farine de blé tendre ou froment T65,"Wheat flour, type 65",0.10172007,0.79146928,1.3258379e-08,0.17965373,0.0026637764,7.1756117e-08,6.1822559e-09,1.0232697e-09,0.0094547403,0.00016027433,0.0063555545,0.039979878,13.4234695,84.216541,0.20547221,9.0273004,3.6234456e-06
9445,produits céréaliers,farines et pâtes à tarte,Farine de blé tendre ou froment T80,"Wheat flour, type 80",0.10172007,0.79146928,1.3258379e-08,0.17965373,0.0026637764,7.1756117e-08,6.1822559e-09,1.0232697e-09,0.0094547403,0.00016027433,0.0063555545,0.039979878,13.4234695,84.216541,0.20547221,9.0273004,3.6234456e-06
9545,produits céréaliers,farines et pâtes à tarte,Farine de maïs,Maize/corn flour,0.1231506,0.86542962,2.4049109e-08,0.24377805,0.0030705284,9.7772325e-08,1.3887029e-08,8.873611e-10,0.010998427,0.00019387986,0.0049052274,0.047268387,27.7883897,66.522785,0.74789835,12.037645,4.130478e-06
9555,produits céréaliers,farines et pâtes à tarte,Farine de millet,Millet flour,0.15116018,0.88349654,2.8014227e-08,0.20588264,0.003243929,1.127695e-07,4.5148361e-08,5.2872333e-10,0.014031481,0.00017791695,0.013689993,0.057656842,10.8207237,100.38289,1.2290455,12.414308,5.2144729e-06
9580,produits céréaliers,farines et pâtes à tarte,Farine de pois chiche,Chick pea flour,0.13307898,0.97420269,3.6985587e-08,0.20512506,0.0050557733,4.52788e-08,1.1505396e-08,1.8831203e-09,0.0067675693,0.00038008226,0.012684965,0.020555925,26.996967,179.41154,0.22867651,12.592401,3.9628177e-06
