Ciqual AGB,Groupe d'aliment,Sous-groupe d'aliment,Nom Français,LCI Name,Score unique EF,Changement climatique,Appauvrissement de la couche d'ozone,Rayonnements ionisants,Formation photochimique d'ozone,Particules fines,Effets toxicologiques sur la santé humaine : substances non-cancérogènes,Effets toxicologiques sur la santé humaine : substances cancérogènes,Acidification terrestre et eaux douces,Eutrophisation eaux douces,Eutrophisation marine,Eutrophisation terrestre,Écotoxicité pour écosystèmes aquatiques d'eau douce,Utilisation du sol,Épuisement des ressources eau,Épuisement des ressources énergétiques,Épuisement des ressources minéraux
1013,boissons,boisson alcoolisées,Cocktail à base de whisky,Whiskey-based cocktail,0.096296724,1.0544048,6.847256e-08,0.26938281,0.0064253989,8.1487599e-08,9.8072051e-09,3.5665957e-10,0.0042820612,9.5850806e-05,0.0011034339,0.0095706254,9.450484300000001,11.699411,0.16239473,18.156562,2.6036933e-06
2008,boissons,boisson alcoolisées,Cocktail sans alcool (à base de jus de fruits et de sirop),"Cocktail, alcohol-free (juices and syrup-based cocktail)",0.11771659,1.1265386,8.3485196e-08,0.29846318,0.0046832931,6.5784053e-08,2.1598973e-08,1.1350456e-09,0.0061754979,0.00012322959,0.0017689564,0.018190637,36.467192,21.244314,0.58340101,18.598691,3.9797713e-06
1022,boissons,boisson alcoolisées,"Cocktail type punch, 16% alcool","Cocktail, punch type, 16% alcohol",0.13811204,1.2518901,8.9243517e-08,0.32737834,0.0065117009,8.8842973e-08,2.7198592e-08,1.6248356e-09,0.0070046073,0.00013860962,0.0021393295,0.021248516,43.445496,22.874435,0.82318057,20.651125,4.1597571e-06
1021,boissons,boisson alcoolisées,Crème de cassis,Blackcurrant liqueur,0.20326365,1.7378931,8.7198402e-08,0.38237342,0.0065626277,1.2795201e-07,5.3519787e-08,1.7305285e-09,0.012798285,0.00042162174,0.0059757356,0.043830389,23.4354464,61.676171,1.1585481,29.247802,1.1482435e-05
1001,boissons,boisson alcoolisées,Eau de vie,Clear fruit brandy or eau-de-vie,0.11754546,1.2526522,7.5271791e-08,0.28106876,0.0095233599,1.154448e-07,1.1731836e-08,4.4125409e-10,0.0050388613,0.00011390469,0.0012965159,0.011738133,10.2199219,18.311017,0.16659717,20.914212,2.6811046e-06
1023,boissons,boisson alcoolisées,"Eau de vie de vin, type armagnac, cognac","Spirit made from wine, armagnac or cognac type",0.12013408,1.2594783,7.555371e-08,0.32285863,0.009549048,1.1591134e-07,1.2084714e-08,4.4939896e-10,0.0050864927,0.00011676216,0.0013057199,0.011813594,10.2765814,18.357376,0.16912465,21.840607,3.0015242e-06
1002,boissons,boisson alcoolisées,Gin,Gin,0.12013408,1.2594783,7.555371e-08,0.32285863,0.009549048,1.1591134e-07,1.2084714e-08,4.4939896e-10,0.0050864927,0.00011676216,0.0013057199,0.011813594,10.2765814,18.357376,0.16912465,21.840607,3.0015242e-06
1018,boissons,boisson alcoolisées,Kir (au vin blanc),Kir (Cocktail of white wine with red fruit liqueur),0.18835907,1.5488926,9.404346e-08,0.47837524,0.0062493521,9.1562836e-08,1.1402819e-07,2.226073e-09,0.0088968962,0.00028342554,0.0069027751,0.02913972,22.4684642,104.56654,0.42671161,26.917257,1.0492795e-05
1019,boissons,boisson alcoolisées,Kir royal (au champagne),Champagne kir (Cocktail of champagne with red fruit liqueur),0.18942584,1.5617472,9.4411115e-08,0.47754602,0.0062870472,9.3126013e-08,1.1170352e-07,2.208014e-09,0.0090687685,0.00028918778,0.0068730718,0.0297856,22.5379436,102.87918,0.45485789,27.1165,1.0565523e-05
1003,boissons,boisson alcoolisées,Liqueur,Liqueur,0.21456427,1.5936693,7.9387276e-08,0.28410174,0.010100935,1.9824515e-07,2.884851e-08,1.3443873e-09,0.020843506,0.00024823243,0.0069843752,0.081131455,37.865106,55.835728,1.2401688,23.284399,5.7346699e-06
1015,boissons,boisson alcoolisées,Marsala,Marsala wine,0.15083378,1.2240926,7.2062162e-08,0.40114272,0.0049428626,7.0755407e-08,1.0652519e-07,1.9304513e-09,0.0064116614,0.00020038706,0.0058201031,0.019583758,18.9275201,95.631343,0.20110834,21.824946,7.7059776e-06
5004,boissons,boisson alcoolisées,Panaché (limonade et bière),Shandy (beer + lemonade),0.1172998,1.2299044,1.1947555e-07,0.44017317,0.0047034224,6.9306112e-08,1.0983037e-08,4.6755726e-10,0.0062512259,0.00012856858,0.0019944794,0.019260221,15.2321826,16.819966,0.32919553,22.814587,4.0868912e-06
5005,boissons,boisson alcoolisées,Panaché préemballé (<1° alc.),"Shandy, prepacked (<1° alcohol)",0.1172998,1.2299044,1.1947555e-07,0.44017317,0.0047034224,6.9306112e-08,1.0983037e-08,4.6755726e-10,0.0062512259,0.00012856858,0.0019944794,0.019260221,15.2321826,16.819966,0.32919553,22.814587,4.0868912e-06
1000,boissons,boisson alcoolisées,Pastis,Pastis (anise-flavoured spirit),0.12013408,1.2594783,7.555371e-08,0.32285863,0.009549048,1.1591134e-07,1.2084714e-08,4.4939896e-10,0.0050864927,0.00011676216,0.0013057199,0.011813594,10.2765814,18.357376,0.16912465,21.840607,3.0015242e-06
5100,boissons,boisson alcoolisées,Pétillant de fruits,Sparkling fruit wine,0.23269612,2.1417342,1.4004668e-07,0.54877678,0.0091592787,1.311838e-07,1.0733621e-07,2.2994988e-09,0.011787619,0.00034657894,0.0072118582,0.035642194,26.4430767,105.04437,0.5621377,34.793569,1.0305965e-05
1004,boissons,boisson alcoolisées,Rhum,Rum,0.12013408,1.2594783,7.555371e-08,0.32285863,0.009549048,1.1591134e-07,1.2084714e-08,4.4939896e-10,0.0050864927,0.00011676216,0.0013057199,0.011813594,10.2765814,18.357376,0.16912465,21.840607,3.0015242e-06
1026,boissons,boisson alcoolisées,Saké ou Alcool de riz,Sake or rice wine,0.12013408,1.2594783,7.555371e-08,0.32285863,0.009549048,1.1591134e-07,1.2084714e-08,4.4939896e-10,0.0050864927,0.00011676216,0.0013057199,0.011813594,10.2765814,18.357376,0.16912465,21.840607,3.0015242e-06
1017,boissons,boisson alcoolisées,Sangria,Sangria,0.16979587,1.3645936,8.7514076e-08,0.40770713,0.0060903174,8.544313e-08,6.9358541e-08,1.3571789e-09,0.0079146535,0.00018865538,0.004496644,0.025140656,19.2188355,64.504409,2.7165874,23.332915,6.9495582e-06
5201,boissons,boisson alcoolisées,Vin blanc mousseux,"Wine, white, sparkling",0.23687416,2.1359101,1.4058719e-07,0.57745491,0.0085947062,1.1713622e-07,1.3570591e-07,2.7209458e-09,0.010699122,0.00036046439,0.0079711669,0.031173463,28.0167264,125.37451,0.38830485,35.136497,1.1407994e-05
5209,boissons,boisson alcoolisées,Vin blanc mousseux aromatisé,"Wine, white, sparkling, flavoured",0.23687416,2.1359101,1.4058719e-07,0.57745491,0.0085947062,1.1713622e-07,1.3570591e-07,2.7209458e-09,0.010699122,0.00036046439,0.0079711669,0.031173463,28.0167264,125.37451,0.38830485,35.136497,1.1407994e-05
5215,boissons,boisson alcoolisées,Vin blanc sec,"Wine, white, dry",0.18532976,1.5038583,9.2288244e-08,0.48765316,0.0061413689,8.3963861e-08,1.2971259e-07,2.3727027e-09,0.0078807922,0.00026915127,0.0071916902,0.025138977,21.9700051,119.18259,0.26486047,26.153096,1.0224613e-05
1006,boissons,boisson alcoolisées,Vin doux,"Wine, white, sweet",0.17131592,1.3530574,7.5837275e-08,0.41195046,0.0054501698,7.9134355e-08,1.2840577e-07,2.324564e-09,0.0072418353,0.00025541294,0.0069630115,0.022735147,20.9786668,118.92084,0.25987969,23.22384,9.2482394e-06
5216,boissons,boisson alcoolisées,Vin rosé,"Wine, rose",0.17504351,1.4575846,9.0235725e-08,0.40147167,0.005953654,8.1069051e-08,1.2183784e-07,2.2332032e-09,0.0075689479,0.00025463279,0.0067947096,0.024018276,21.1249544,112.053,0.24852468,23.948539,9.6681389e-06
5214,boissons,boisson alcoolisées,Vin rouge,"Wine, red",0.1556823,1.2697336,7.300087e-08,0.40676767,0.005107346,7.3960431e-08,1.0715374e-07,1.9663208e-09,0.0065873293,0.00022601258,0.0059437634,0.020071966,18.9749187,99.449768,0.23056824,22.482943,7.9756933e-06
1008,boissons,boisson alcoolisées,Vodka,Vodka,0.12013408,1.2594783,7.555371e-08,0.32285863,0.009549048,1.1591134e-07,1.2084714e-08,4.4939896e-10,0.0050864927,0.00011676216,0.0013057199,0.011813594,10.2765814,18.357376,0.16912465,21.840607,3.0015242e-06
1005,boissons,boisson alcoolisées,Whisky,Whisky,0.12013408,1.2594783,7.555371e-08,0.32285863,0.009549048,1.1591134e-07,1.2084714e-08,4.4939896e-10,0.0050864927,0.00011676216,0.0013057199,0.011813594,10.2765814,18.357376,0.16912465,21.840607,3.0015242e-06
18905,boissons,boissons sans alcool,"Boisson à base d'avoine, nature","Oat-based drink, plain, prepacked",0.076340841,0.56573274,1.3952776e-08,0.169962,0.0019794086,3.9597888e-08,8.4501525e-09,5.6220828e-10,0.0037735414,0.00021585817,0.0079511078,0.013201361,7.0208145,40.444095,0.38163313,9.5843049,3.52004e-06
18904,boissons,boissons sans alcool,"Boisson à base de riz, nature","Rice-based drink, plain",0.059049561,0.38194602,1.1319142e-08,0.15920933,0.0016486937,3.3488562e-08,7.2494147e-09,4.1298158e-10,0.003405134,0.00011312709,0.0015084016,0.012002871,10.6669606,21.003489,1.0692771,8.3450987,2.6511338e-06
18907,boissons,boissons sans alcool,"Boisson à la noix de coco, nature, préemballée",Coconut water,0.12901326,0.83587481,1.1770006e-08,0.12306908,0.0037741827,7.475821e-08,3.8622853e-08,1.7621596e-09,0.0081749468,0.00033590075,0.0047059946,0.025840977,21.3645743,119.08463,2.0340192,9.9691482,5.6644237e-06
18011,boissons,boissons sans alcool,"Boisson à la noix de coco, nature, préemballée","Coconut-based drink, plain, prepacked",0.18894081,1.2091844,4.2259291e-07,0.10272562,0.0076478883,1.0559801e-07,2.5418102e-08,4.2174487e-09,0.012659614,0.00040166665,0.0079956281,0.042355419,54.836915,101.92713,1.9999362,13.457511,1.4486859e-05
18107,boissons,boissons sans alcool,Boisson à l'amande,"Almond drink not sweet, not fortified, prepacked",0.058843576,0.38124976,1.128866e-08,0.15561009,0.0016466752,3.3457939e-08,7.2292073e-09,4.1316967e-10,0.0034013479,0.0001129028,0.0015076948,0.011997234,10.6626848,20.999705,1.0713401,8.2635068,2.6234459e-06
18030,boissons,boissons sans alcool,"Boisson à l'eau minérale ou de source, aromatisée, non sucrée, avec édulcorants","Bottled water, flavoured, without sugar and with artificial sweeteners",0.049788503,0.37696103,4.2233858e-07,0.22279214,0.0012418425,1.740746e-08,4.6486479e-09,1.5935742e-10,0.0012058954,5.1372394e-05,0.00034078889,0.0032162637,1.98212162,1.6975287,0.084830087,9.2522517,1.2177887e-05
18028,boissons,boissons sans alcool,"Boisson à l'eau minérale ou de source, aromatisée, non sucrée, sans édulcorant","Bottled water, flavoured, without sugar and artificial sweeteners",0.049788503,0.37696103,4.2233858e-07,0.22279214,0.0012418425,1.740746e-08,4.6486479e-09,1.5935742e-10,0.0012058954,5.1372394e-05,0.00034078889,0.0032162637,1.98212162,1.6975287,0.084830087,9.2522517,1.2177887e-05
18012,boissons,boissons sans alcool,"Boisson à l'eau minérale ou de source, aromatisée, sucrée","Bottled water, flavoured, w sugar",0.049788503,0.37696103,4.2233858e-07,0.22279214,0.0012418425,1.740746e-08,4.6486479e-09,1.5935742e-10,0.0012058954,5.1372394e-05,0.00034078889,0.0032162637,1.98212162,1.6975287,0.084830087,9.2522517,1.2177887e-05
18343,boissons,boissons sans alcool,Boisson au jus de fruit et au lait,Fruit juice with milk,0.19076713,1.0105803,3.4788667e-08,0.22229789,0.004993952,6.085194e-08,7.0732794e-08,9.1971955e-10,0.0074786608,0.00020357795,0.0038510653,0.025113135,38.942807,32.331286,9.0244281,15.671277,6.1783114e-06
18902,boissons,boissons sans alcool,"Boisson au soja, aromatisée, sucrée","Soy drink, flavoured, with sugar",0.041850427,0.43477572,9.5384425e-09,0.13788288,0.0014196295,2.1505209e-08,4.707668e-09,2.7153661e-10,0.0014767128,8.2731828e-05,0.001126551,0.0039105793,5.8478425,21.644884,0.081494076,7.5857754,1.8263084e-06
18903,boissons,boissons sans alcool,"Boisson au soja, aromatisée, sucrée, enrichie en calcium","Soy drink, flavoured, enriched in calcium, w sugar or fruit concentrate",0.041850427,0.43477572,9.5384425e-09,0.13788288,0.0014196295,2.1505209e-08,4.707668e-09,2.7153661e-10,0.0014767128,8.2731828e-05,0.001126551,0.0039105793,5.8478425,21.644884,0.081494076,7.5857754,1.8263084e-06
18900,boissons,boissons sans alcool,"Boisson au soja, nature","Soy drink, plain, prepacked",0.039045363,0.42720158,9.225204e-09,0.092810677,0.0013915248,2.100022e-08,4.3258034e-09,2.6262768e-10,0.0014251365,7.9640459e-05,0.001116562,0.0038285276,5.7865213,21.594793,0.07857449,6.5836735,1.4805382e-06
18901,boissons,boissons sans alcool,"Boisson au soja, nature, enrichie en calcium","Soy drink, plain, fortified with calcium",0.041850427,0.43477572,9.5384425e-09,0.13788288,0.0014196295,2.1505209e-08,4.707668e-09,2.7153661e-10,0.0014767128,8.2731828e-05,0.001126551,0.0039105793,5.8478425,21.644884,0.081494076,7.5857754,1.8263084e-06
18065,boissons,boissons sans alcool,"Boisson au thé, aromatisée, non sucrée, avec édulcorants","Still soft drink with tea extract, flavoured, without sugar and with artificial sweeteners",0.058032674,0.41893221,4.2292933e-07,0.21857679,0.0014381316,2.5962426e-08,3.7901116e-09,1.7692809e-10,0.0023305022,6.2523644e-05,0.0007110858,0.0080316004,2.8085394,4.1508179,0.29490064,9.5535232,1.2367273e-05
18075,boissons,boissons sans alcool,"Boisson au thé, aromatisée, sucrée","Still soft drink with tea extract, flavoured, with sugar",0.058032674,0.41893221,4.2292933e-07,0.21857679,0.0014381316,2.5962426e-08,3.7901116e-09,1.7692809e-10,0.0023305022,6.2523644e-05,0.0007110858,0.0080316004,2.8085394,4.1508179,0.29490064,9.5535232,1.2367273e-05
18015,boissons,boissons sans alcool,"Boisson au thé, aromatisée, sucrée, avec édulcorants","Still soft drink with tea extract, with sugar and artificial sweetener(s)",0.058032674,0.41893221,4.2292933e-07,0.21857679,0.0014381316,2.5962426e-08,3.7901116e-09,1.7692809e-10,0.0023305022,6.2523644e-05,0.0007110858,0.0080316004,2.8085394,4.1508179,0.29490064,9.5535232,1.2367273e-05
18106,boissons,boissons sans alcool,"Boisson cacaotée ou au chocolat, instantanée, sucrée, enrichie en vitamines, prête à boire (reconstituée avec du lait demi-écrémé standard)","Instant cocoa or chocolate beverage, with sugar, fortified with vitamins and chemical elements, ready-to-drink (reconstituted with standard semi-skimm",0.12947426,1.3976611,2.250562e-08,0.1993779,0.0029899628,1.0645415e-07,1.515115e-08,6.8391681e-10,0.013945161,0.00013142903,0.0040309593,0.059114416,14.643732,58.616794,0.19216678,10.033515,3.6361702e-06
18104,boissons,boissons sans alcool,"Boisson cacaotée ou au chocolat, instantanée, sucrée, prête à boire (reconstituée avec du lait demi-écrémé standard)","Instant cocoa or chocolate beverage, with sugar, ready-to-drink (reconstituted with standard semi-skimmed milk)",0.12947275,1.3976416,2.250547e-08,0.19937753,0.0029898797,1.0645232e-07,1.5150889e-08,6.839095e-10,0.013945074,0.00013142575,0.0040309256,0.059113747,14.6436404,58.61677,0.19216433,10.033413,3.6361596e-06
18353,boissons,boissons sans alcool,"Boisson énergisante, non sucrée, avec édulcorants","Energy drink, without sugar and with artificial sweetener(s)",0.07854691200000001,0.68466881,2.6332809e-08,0.26653147,0.0025832884,5.4293234e-08,1.0143849e-08,8.96849e-10,0.0049991253,0.00023459468,0.0014406232,0.015099109,5.084141799999999,9.6785389,0.36739634,12.790472,4.835613e-06
18352,boissons,boissons sans alcool,"Boisson énergisante, sucrée","Energy drink, with sugar",0.07854691200000001,0.68466881,2.6332809e-08,0.26653147,0.0025832884,5.4293234e-08,1.0143849e-08,8.96849e-10,0.0049991253,0.00023459468,0.0014406232,0.015099109,5.084141799999999,9.6785389,0.36739634,12.790472,4.835613e-06
18340,boissons,boissons sans alcool,"Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, avec édulcorants","Fruit soft drink, carbonated (less than 10% of fruit juice), without sugar and with artificial sweetener(s)",0.049788503,0.37696103,4.2233858e-07,0.22279214,0.0012418425,1.740746e-08,4.6486479e-09,1.5935742e-10,0.0012058954,5.1372394e-05,0.00034078889,0.0032162637,1.98212162,1.6975287,0.084830087,9.2522517,1.2177887e-05
18345,boissons,boissons sans alcool,"Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, sans édulcorant","Fruit soft drink, carbonated (less than 10% of fruit juice), without sugar and artificial sweetener(s)",0.049788503,0.37696103,4.2233858e-07,0.22279214,0.0012418425,1.740746e-08,4.6486479e-09,1.5935742e-10,0.0012058954,5.1372394e-05,0.00034078889,0.0032162637,1.98212162,1.6975287,0.084830087,9.2522517,1.2177887e-05
18049,boissons,boissons sans alcool,"Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée","Fruit soft drink, carbonated (less than 10% of fruit juice), with sugar",0.055983768,0.40928179,4.2348281e-07,0.22340096,0.0013936913,1.9226433e-08,9.2900404e-09,2.3772058e-10,0.00145924,5.8708024e-05,0.00058732209,0.0042055685,3.4375907,5.5977816,0.28769576,9.582293,1.2417309e-05
18033,boissons,boissons sans alcool,"Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée, avec édulcorants","Fruit soft drink, carbonated (less than 10% of fruit juice), with sugar and artificial sweetener(s)",0.055983768,0.40928179,4.2348281e-07,0.22340096,0.0013936913,1.9226433e-08,9.2900404e-09,2.3772058e-10,0.00145924,5.8708024e-05,0.00058732209,0.0042055685,3.4375907,5.5977816,0.28769576,9.582293,1.2417309e-05
18019,boissons,boissons sans alcool,"Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée","Fruit soft drink, carbonated (10-50% of fruit juice), with sugar",0.055983768,0.40928179,4.2348281e-07,0.22340096,0.0013936913,1.9226433e-08,9.2900404e-09,2.3772058e-10,0.00145924,5.8708024e-05,0.00058732209,0.0042055685,3.4375907,5.5977816,0.28769576,9.582293,1.2417309e-05
18026,boissons,boissons sans alcool,"Boisson gazeuse, sans jus de fruit, sucrée","Soft drink, carbonated, without fruit juice, with sugar",0.07100011,0.49334027,4.2469138e-07,0.22420369,0.0018828073,3.4925298e-08,5.9442166e-09,2.6287051e-10,0.0036141458,8.0833941e-05,0.0010155102,0.013230439,10.4606514,13.214519,0.30746082,10.404685,1.2861118e-05
18078,boissons,boissons sans alcool,"Boisson gazeuse, sans jus de fruit, sucrée, avec édulcorants","Soft drink, carbonated, without fruit juice, with sugar and artificial sweetener(s)",0.07100011,0.49334027,4.2469138e-07,0.22420369,0.0018828073,3.4925298e-08,5.9442166e-09,2.6287051e-10,0.0036141458,8.0833941e-05,0.0010155102,0.013230439,10.4606514,13.214519,0.30746082,10.404685,1.2861118e-05
19127,boissons,boissons sans alcool,"Boisson lactée aromatisée à la fraise, sucrée, au lait partiellement écrémé, enrichie à la vitamine D","Strawberry flavoured milk, with sugar, partially skimmed, fortified with vitamins D",0.14222902,1.5100764,2.9895364e-08,0.24886429,0.0034674349,1.1423448e-07,1.7230759e-08,7.3406911e-10,0.014468569,0.00014744337,0.0039374507,0.060480649,15.4738917,56.172712,0.2327387,13.594018,4.4996641e-06
19122,boissons,boissons sans alcool,"Boisson lactée aromatisée au chocolat, sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux","Chocolate flavoured milk, with sugar, partially skimmed, fortified with vitamins and chemicals elements",0.14222902,1.5100764,2.9895364e-08,0.24886429,0.0034674349,1.1423448e-07,1.7230759e-08,7.3406911e-10,0.014468569,0.00014744337,0.0039374507,0.060480649,15.4738917,56.172712,0.2327387,13.594018,4.4996641e-06
18304,boissons,boissons sans alcool,"Boisson plate aux fruits (10 à 50% de jus), à teneur réduite en sucres","Fruit soft drink, still (10-50% of fruit juice), reduced sugar",0.08479117400000001,0.56569913,4.2504146e-07,0.22490146,0.0021356895,5.5509981e-08,1.9290115e-10,2.1671744e-10,0.006365972,0.00010086122,0.0019831684,0.025273131,5.1008902,11.390905,0.65014817,11.104436,1.3190044e-05
18339,boissons,boissons sans alcool,"Boisson plate aux fruits (10 à 50% de jus), sucrée","Fruit soft drink, still (10-50% of fruit juice), with sugar",0.08479117400000001,0.56569913,4.2504146e-07,0.22490146,0.0021356895,5.5509981e-08,1.9290115e-10,2.1671744e-10,0.006365972,0.00010086122,0.0019831684,0.025273131,5.1008902,11.390905,0.65014817,11.104436,1.3190044e-05
