"UUID du flux";"Nom du flux";Commentaire;Type;"Catégorie 1";"Catégorie 2";"Catégorie 3";"Quantité de référence";Unité
"Flow UUID";"Flow name";Comment;Type;"Category 1";"Category 2";"Category 3";"Reference quantity";Unit
e6468d9a-4572-4618-968f-fb3401e4e4f6;"Steel casting part";;"Product flow";"Valuable substances";Systems;Parts;1;kg
d7278559-8222-403b-a3e7-12f5b62b75f3;"Steel scrap (St)";;"Product flow";"Production residues in life cycle";"Waste for recovery";;1;kg
c4e9f33b-d3a7-4283-8f96-96215e6fff76;"Copper (99.999%; electrolyte copper)";;"Product flow";"Valuable substances";Materials;Metals;1;kg
8b333114-77cb-49ec-aae9-3026e6cad054;"Carbon black";;"Product flow";"Valuable substances";Materials;"Intermediate products";1;kg
dde6f124-55be-4b3c-8a95-155256bd34cb;"Metal (unspecific)";;"Product flow";"Valuable substances";Materials;Metals;1;kg
39d2da7d-2c23-4851-b5c3-6ed1a5fb827a;"Zinc alloy (ZnAlMgCu)";;"Product flow";"Valuable substances";Materials;Metals;1;kg
c1fdd5e3-d23b-4aab-857f-c7f9cf37eac8;"Metal cold rolled coil";;"Product flow";"Valuable substances";Materials;Metals;1;kg
ba88d345-3f19-45ab-a8b2-1952e56c8bd4;"Phenol-Formaldehyde-Resin (Resol)";;"Product flow";"Valuable substances";Materials;Plastics;1;kg
13d0bd49-6d62-4646-9a27-a0ecfc3fce04;"Lead scrap";;"Product flow";"Production residues in life cycle";"Waste for recovery";;1;kg
c78acbc4-7829-40e8-aa97-3395119a5372;Slag;;"Product flow";"Production residues in life cycle";"Waste for recovery";;1;kg
877690be-16ed-4362-bfe0-e8a7c1ae7999;"Metal hot rolled coil";;"Product flow";"Valuable substances";Materials;Metals;1;kg
5daadf1a-4b6d-419b-ae3f-fea56dedd841;"Electricity from hard coal";;"Product flow";"Valuable substances";"Energy carrier";"Electric power";1;MJ
3a999726-2883-4d4b-81ad-5f7acda9683e;"Brass (electrolytic plating)";;"Product flow";"Valuable substances";Materials;Metals;1;kg
b3324877-e64a-40e5-b469-b56fdabd0604;"Carbon fiber reinforced plastic";;"Product flow";"Valuable substances";Materials;Plastics;1;kg
914dad2b-18f0-48bd-82f6-3c6b6b31b687;"Metal scrap";;"Product flow";"Production residues in life cycle";"Waste for recovery";;1;kg
88295cbe-7abe-457a-8405-c2f095d2a658;"Steel scrap (alloyed)";;"Product flow";"Production residues in life cycle";"Waste for recovery";;1;kg
78475dbc-0e01-4b70-818d-1ccb7785ca88;"Carbon fibers";;"Product flow";"Valuable substances";Materials;Plastics;1;kg
9bcb1415-2ef4-44b2-8088-e9031324b737;"Metal sheet part";;"Product flow";"Valuable substances";Systems;Parts;1;kg
785d44a4-2979-4ea3-8121-aa82a65ba2e5;"Occupation, agriculture + forest";;"Product flow";Resources;"Land use";"Hemerobie ecoinvent";1;m2*a
3cc6b9e3-fda3-4712-b5b2-df07b0b996f3;"Occupation, sealed soil";;"Product flow";Resources;"Land use";"Hemerobie ecoinvent";1;m2*a
9b62b6da-127f-43b3-b0f4-479e15047c3b;Lacquer;;"Product flow";"Valuable substances";Materials;Paints;1;kg
6a8b6ef7-e5a4-4c44-83cd-994a428d98ba;Adhesive;;"Product flow";"Valuable substances";Materials;Plastics;1;kg
c7a9e2c6-c6e7-3659-6ff3-91ebdca5565b;"Flux de référence";;"Product flow";;;;1;kg
abe50b56-90ab-37ab-d77c-b4160ef40c2e;"Flux de référence";;"Product flow";;;;1;kg
ceb27d89-fb21-6211-c20f-9006170457b1;"Flux de référence";;"Product flow";;;;1;kg
3481938f-c49f-72de-bafd-9a5c44c22ebd;"Flux de référence";;"Product flow";;;;1;kg
3fe7f9d2-44b4-7b4f-afeb-cccc4e3e1c35;"Flux de référence";;"Product flow";;;;1;kg
d27b003c-7891-76fc-83f2-ee80ddb1795b;"Flux de référence";;"Product flow";;;;1;kg
01ceb365-8a60-8340-4224-000007d75526;"Pate papier recyclee, FR";;"Product flow";;;;1;kg
33182ae8-c850-f460-827c-0000059f5146;"Pate papier kraft, Resineux, FI";;"Product flow";;;;1;kg
41efc3df-d860-48c0-6e24-0000079472da;"Pate papier kraft, Eucalyptus, BR";;"Product flow";;;;1;kg
28755cfa-a5f4-3418-88cc-0000090b7d02;"Pate papier kraft, feuillus, FI";;"Product flow";;;;1;kg
718671c0-76c8-742d-d5bc-dc6fecc52139;"Flux de référence";;"Product flow";;;;1;kg
edcb57a7-e49b-a7a1-a426-3575020a8bd6;"Flux de référence";;"Product flow";;;;1;kg
a5afab5a-7bcd-e2f4-563c-e2bce610cc0d;"Flux de référence";;"Product flow";;;;1;kg
d1136ba3-583a-86fe-c114-8c6a047ff300;"Flux de référence";;"Product flow";;;;1;kg
751261d5-0ee5-c6e7-b355-6cfe6d7c7bfc;"Flux de référence";;"Product flow";;;;1;kg
d95cbe62-203d-2698-a932-749857f1f759;"Flux de référence";;"Product flow";;;;1;kg
1e6cda7d-6583-562e-3504-4dfb08eab030;"Flux de référence";;"Product flow";;;;1;kg
0b8cf452-cb42-e893-29f8-ac01cdd45c1e;"Flux de référence";;"Product flow";;;;1;kg
e57ab300-35de-1d6d-0097-3fe918f2a496;"Flux de référence";;"Product flow";;;;1;MJ
c6dfb348-5b7d-a946-458a-f2009cab47fb;"Flux de référence";;"Product flow";;;;1;MJ
69e07646-76f8-480c-9b12-62c0adb156f9;"Flux de référence";;"Product flow";;;;1;MJ
9115b4cb-e390-efba-645e-9be951d86ee0;"Flux de référence";;"Product flow";;;;1;MJ
a372407c-66ac-84c7-175d-18ea61031225;"Flux de référence";;"Product flow";;;;1;kg
87c6ea3e-eb60-545b-3b5a-f12e89faaed8;"Flux de référence";;"Product flow";;;;1;kg
65ed69a7-736e-6e33-6415-511073e64379;"Flux de référence";;"Product flow";;;;1;kg
045ee28b-8ad1-c44f-0833-6056ad1e4d28;"Flux de référence";;"Product flow";;;;1;kg
98d1a92b-6d0e-7755-178e-49926e0cd9ae;"Flux de référence";;"Product flow";;;;1;kg
c5a8dbd8-2e3a-78bf-efed-f502b58aed36;"Flux de référence";;"Product flow";;;;1;kg
1d7bedad-d284-7d8b-0808-8e5475cdfdb4;"Flux de référence";;"Product flow";;;;1;kg
2c24210e-cb0b-484a-1946-9e82355456ae;"Flux de référence";;"Product flow";;;;1;kg
2152aece-0594-bbc5-46e9-c690833cf292;"Flux de référence";;"Product flow";;;;1;kg
5592782d-e72d-9e13-8e75-3f38d73c14cc;"Flux de référence";;"Product flow";;;;1;kg
e7272c71-50ea-15e1-fbe2-7e1a8de212dc;"Flux de référence";;"Product flow";;;;1;kg
5bb92a3d-daa9-614d-adbc-3df904051ee9;"Flux de référence";;"Product flow";;;;1;kg
bf9047e5-abe1-d8fc-c9c7-a3c8bffad370;"Flux de référence";;"Product flow";;;;1;kg
68d4b5c5-cab2-0194-5180-b9a709285af2;"Flux de référence";;"Product flow";;;;1;kg
56bdb80a-337e-efe8-a0b1-771680607bfe;"Flux de référence";;"Product flow";;;;1;kg
08b96899-40c1-ccb5-a908-fe34b58db55e;"Flux de référence";;"Product flow";;;;1;kg
5a95a9d5-dca7-28c2-0a2a-383165adcbfa;"Flux de référence";;"Product flow";;;;1;kg
9c2a25ce-0795-0d80-8fa1-993fd6334ecd;"Flux de référence";;"Product flow";;;;1;MJ
09f68407-2465-c346-3911-4803732d50ba;"Flux de référence";;"Product flow";;;;1;MJ
4f197bf2-7b3b-11dd-ad8b-0800200c9a66;"drinking water";;"Product flow";;;;1;kg
4f197bf3-7b3b-11dd-ad8b-0800200c9a66;"drinking water";;"Product flow";;;;1;kg
0cda1a25-6e8d-4e91-ea46-6d55625f433f;"Flux de référence";;"Product flow";;;;1;kg
d65af146-9ede-1dbf-96d2-61fe1678eaeb;"Flux de référence";;"Product flow";;;;1;kg
c5b362b1-a27a-1218-6276-b53ab932fb05;"Flux de référence";;"Product flow";;;;1;kg
a416e4f6-7c83-b576-0b59-27f23953a555;"Flux de référence";;"Product flow";;;;1;kg
3c97e9ef-d97c-4f61-aafd-1fd65e85710f;"COD (chemical oxygen demand)";;"Product flow";;;;1;kg
492970d0-02d3-8d92-505a-5f8b7014fe91;"Flux de référence";;"Product flow";;;;1;kg
9b1b0357-ddcf-4b30-a7e1-d451f9c2cf62;"conventional cotton yarn, white";;"Product flow";;;;1;kg
90483a4d-287c-461d-9c02-0ab70e5c3528;"EoL, Large Cooling Household Elec. Equip. | ABS without BFR, density > 1.3, Substitution benefits included";;"Product flow";;;;1;kg
a202e275-d4d1-4428-8a6c-a173f359fe11;"EoL, Large Household Elec. Equip. Non Cold | Copper within Wire, Substitution benefits included";;"Product flow";;;;1;kg
011be4ba-ee45-4bec-bfb6-3fc8427c87b3;"EoL, Small Household Elec Equip. | Precious metals-poor PCB, Substitution benefits included";;"Product flow";;;;1;kg
341e5441-8b0a-4925-b938-48fab5fd196b;"EoL, Large Household Elec. Equip. Non Cold | Steel, alloyed, non magnetic, Substitution benefits included";;"Product flow";;;;1;kg
f6b4d7d2-ab64-4675-be7b-63f01805ce9d;"EoL, Small Household Elec Equip. | PCB Support, Substitution benefits included";;"Product flow";;;;1;kg
ebca2a50-3d44-46fc-9e7b-021cccb40227;"EoL, Large Household Elec. Equip. Non Cold | Silver within PCB, Substitution benefits included";;"Product flow";;;;1;kg
b6875748-0445-4895-96fd-e0f722a72a75;"EoL, Small Household Elec Equip. | PP without BFR, density < 1.3, Substitution benefits included";;"Product flow";;;;1;kg
9e051d29-2027-4484-a454-61569855a358;"EoL, Large Household Elec. Equip. Non Cold | Wood, Substitution benefits included";;"Product flow";;;;1;kg
ed4704e1-f589-4f67-8a36-4a165c0ecd65;"EoL, Flat Screens | PC without BFR, density > 1.3, Substitution benefits included";;"Product flow";;;;1;kg
9251bf0d-3b34-4395-b967-221085797f43;"EoL, Small Household Elec Equip. | Steel, alloyed, magnetic, Substitution benefits included";;"Product flow";;;;1;kg
14caa7a6-e386-426a-b3b4-ce26d18b2c83;"EoL, Large Cooling Household Elec. Equip. | PUR foam, Substitution benefits included";;"Product flow";;;;1;kg
ed027f39-4ed2-43b5-b58b-4236fc6e8409;"EoL, Large Household Elec. Equip. Non Cold | Mineral wool, Substitution benefits included";;"Product flow";;;;1;kg
35c71e9f-ee7f-4789-9f48-b9bf12c135dc;"EoL, Large Household Elec. Equip. Non Cold | PS without BFR, density > 1.3, Substitution benefits included";;"Product flow";;;;1;kg
32e6692b-15fe-4372-a311-9170e597accc;"EoL, Small Household Elec Equip. | Steel, Substitution benefits included";;"Product flow";;;;1;kg
c52464f9-ae29-4411-a9f5-235ca3654598;"EoL, Small Household Elec Equip. | ABS-PC without BFR, density < 1.3, Substitution benefits included";;"Product flow";;;;1;kg
9b074f80-ee37-435b-97cc-002562af1a1d;"EoL, Flat Screens | ABS without BFR, density < 1.3, Substitution benefits included";;"Product flow";;;;1;kg
ae39d851-daa3-4624-85ad-60cb4a8b1992;"EoL, Flat Screens | Platinoid within PCB, Substitution benefits included";;"Product flow";;;;1;kg
cc255dc7-be06-4d05-bd04-e94f9a9d4eb4;"EoL, Small Household Elec Equip. | Copper, Substitution benefits included";;"Product flow";;;;1;kg
0768eb69-a423-4637-9456-c2a26409c289;"EoL, Small Household Elec Equip. | PP with BFR, Substitution benefits included";;"Product flow";;;;1;kg
a6183325-80fc-4160-8fbc-4114481f8a48;"EoL, Large Cooling Household Elec. Equip. | Platinoid within PCB, Substitution benefits included";;"Product flow";;;;1;kg
48df690d-7297-4a17-b8a8-90054f6986d9;"EoL, Small Household Elec Equip. | Aluminium, Substitution benefits included";;"Product flow";;;;1;kg
712f769b-05ce-457d-8e06-1dd8fcda3f77;"EoL, Flat Screens | PS without BFR, density > 1.3, Substitution benefits included";;"Product flow";;;;1;kg
b01a7468-9887-4677-a976-d655137eb836;"EoL, Flat Screens | PVC within wire, Substitution benefits included";;"Product flow";;;;1;kg
9fd7dd45-8f02-491a-a25c-fb4751dd9599;"EoL, Large Household Elec. Equip. Non Cold | ABS without BFR, density < 1.3, Substitution benefits included";;"Product flow";;;;1;kg
513d5dc1-1bc7-4930-937c-1b80a6c4cc57;"EoL, Flat Screens | PCB Support, Substitution benefits included";;"Product flow";;;;1;kg
5d465228-8505-4599-b582-94c869e1a12c;"EoL, Small Household Elec Equip. | Copper within Wire, Substitution benefits included";;"Product flow";;;;1;kg
1fef115c-3bc9-44e3-bf4d-bd5058e57e17;"EoL, Flat Screens | PC with BFR, Substitution benefits included";;"Product flow";;;;1;kg
db3696cb-1253-4f21-89d2-511dcd8aa312;"EoL, Large Cooling Household Elec. Equip. | PCB Support, Substitution benefits included";;"Product flow";;;;1;kg
fb84bac8-7222-463f-9180-a1bbdb7510fc;"EoL, Small Household Elec Equip. | PS without BFR, density > 1.3, Substitution benefits included";;"Product flow";;;;1;kg
4bdff6b2-cdff-4da1-8714-708e460ad523;"EoL, Small Household Elec Equip. | PVC within wire, Substitution benefits included";;"Product flow";;;;1;kg
539104e4-9eb7-4627-8345-c64d043269a6;"EoL, Large Household Elec. Equip. Non Cold | PCB Other base metals, Substitution benefits included";;"Product flow";;;;1;kg
6a4282dc-15e2-4a95-9c31-166cfd98462c;"EoL, Flat Screens | PS without BFR, density < 1.3, Substitution benefits included";;"Product flow";;;;1;kg
d80266de-64e4-44d4-8f1b-01457a46d7bb;"EoL, Flat Screens | PMMA, Substitution benefits included";;"Product flow";;;;1;kg
bee61dfa-1c43-48c9-871d-bac650ee0fe7;"EoL, Large Household Elec. Equip. Non Cold | PP without BFR, density < 1.3, Substitution benefits included";;"Product flow";;;;1;kg
e2b3f8e0-0651-484b-a872-f48bb6fb7e97;"EoL, Small Household Elec Equip. | PCB Other base metals, Substitution benefits included";;"Product flow";;;;1;kg
eb4a8c4e-56fa-4b89-90f3-25d8dab84a94;"EoL, Flat Screens | PE within wire, Substitution benefits included";;"Product flow";;;;1;kg
4a12095c-e806-4f1e-bb5a-c7c488c4b2be;"EoL, Flat Screens | ABS-PC with BFR, Substitution benefits included";;"Product flow";;;;1;kg
4edc998f-0ef5-457e-b147-90d30e959bb4;"EoL, Flat Screens | PET without BFR, density > 1.3, Substitution benefits included";;"Product flow";;;;1;kg
11bf96d5-44d3-4d7e-b435-f0e343523187;"EoL, Large Household Elec. Equip. Non Cold | Lead within PCB, Substitution benefits included";;"Product flow";;;;1;kg
2257e19d-8bf1-4551-b0d2-a1897eca8d67;"EoL, Large Household Elec. Equip. Non Cold | PUR foam, Substitution benefits included";;"Product flow";;;;1;kg
a232c4a7-f247-4cee-825f-06b2338d4050;"EoL, Large Household Elec. Equip. Non Cold | Glass, Substitution benefits included";;"Product flow";;;;1;kg
e46f2eb6-39f3-4da5-b60b-27ca5b69fce6;"EoL, Small Household Elec Equip. | Brass, Substitution benefits included";;"Product flow";;;;1;kg
90f673d8-113f-42f9-9eea-7498b599566a;"EoL, Flat Screens | PC without BFR, density < 1.3, Substitution benefits included";;"Product flow";;;;1;kg
5732b25b-4445-4c17-abf9-329dd7990e94;"EoL, Large Household Elec. Equip. Non Cold | Steel, alloyed, magnetic, Substitution benefits included";;"Product flow";;;;1;kg
9e038bb5-9e25-4a77-85cd-f9b0151373ea;"EoL, Large Cooling Household Elec. Equip. | Copper within Wire, Substitution benefits included";;"Product flow";;;;1;kg
f8ae3da9-f2c5-4797-a3b6-22f667d36c5b;"EoL, Flat Screens | Copper within PCB, Substitution benefits included";;"Product flow";;;;1;kg
178864d7-222a-49ce-a434-4ef2efd23d25;"EoL, Flat Screens | Aluminium, Substitution benefits included";;"Product flow";;;;1;kg
526c4a32-9b8e-413b-a48f-c265c9ee7b73;"EoL, Flat Screens | PS with BFR, Substitution benefits included";;"Product flow";;;;1;kg
484271f3-d785-4d7d-8db9-5d961cf3c713;"EoL, Small Household Elec Equip. | PE within wire, Substitution benefits included";;"Product flow";;;;1;kg
a44fd31c-8ffa-432d-915a-5596cc66ef32;"EoL, Small Household Elec Equip. | ABS-PC without BFR, density > 1.3, Substitution benefits included";;"Product flow";;;;1;kg
ed38a37b-a1cb-4677-9a87-c59274ea4153;"EoL, Large Cooling Household Elec. Equip. | Steel, Substitution benefits included";;"Product flow";;;;1;kg
1cc7c0ef-7483-4158-9725-1cb962da2c6f;"EoL, Flat Screens | Precious metals-poor PCB, Substitution benefits included";;"Product flow";;;;1;kg
9a820990-07fd-4cdb-8b8b-c27a297a436b;"EoL, Large Cooling Household Elec. Equip. | ABS without BFR, density < 1.3, Substitution benefits included";;"Product flow";;;;1;kg
f9660c7d-f520-4b45-9f27-8dbc2ee69951;"EoL, Large Household Elec. Equip. Non Cold | PE within wire, Substitution benefits included";;"Product flow";;;;1;kg
1815b4c3-61bb-47bf-883d-e1533aa1ac85;"EoL, Large Cooling Household Elec. Equip. | Aluminium, Substitution benefits included";;"Product flow";;;;1;kg
6ed50d62-4b7d-4d3b-8bf5-e06efb331c2b;"EoL, Large Household Elec. Equip. Non Cold | PCB Support, Substitution benefits included";;"Product flow";;;;1;kg
4c2fd3b7-e464-40e1-b7dd-337ec5b1a8f2;"EoL, Flat Screens | LCD panel, Substitution benefits included";;"Product flow";;;;1;kg
efbcedd5-c94b-40d5-bea7-2bba7467f5ba;"EoL, Large Household Elec. Equip. Non Cold | Oil, Substitution benefits included";;"Product flow";;;;1;kg
32f8e117-cba4-444e-b936-97582384dcdb;"EoL, Small Household Elec Equip. | PC without BFR, density < 1.3, Substitution benefits included";;"Product flow";;;;1;kg
98236dc2-e9d0-4060-986f-8f09ad2139bb;"EoL, Small Household Elec Equip. | PP without BFR, density > 1.3, Substitution benefits included";;"Product flow";;;;1;kg
6c358099-18c9-4045-9dca-acd5ab75253b;"EoL, Large Cooling Household Elec. Equip. | Silver within PCB, Substitution benefits included";;"Product flow";;;;1;kg
73abbbec-2376-4cd4-8bce-2ae816c083bb;"EoL, Small Household Elec Equip. | Silver within PCB, Substitution benefits included";;"Product flow";;;;1;kg
e40a7032-d2a7-4908-a3c5-548d2dd7237b;"EoL, Flat Screens | Copper within Wire, Substitution benefits included";;"Product flow";;;;1;kg
13934252-d5de-4e11-aafe-0c3075b68653;"EoL, Flat Screens | Mercury, Substitution benefits included";;"Product flow";;;;1;kg
545f4549-d395-4fd1-96cb-f90feaf201a5;"EoL, Small Household Elec Equip. | ABS without BFR, density < 1.3, Substitution benefits included";;"Product flow";;;;1;kg
62449d2e-ec20-4f82-b224-07223d9d7363;"EoL, Small Household Elec Equip. | Precious metals-rich PCB, Substitution benefits included";;"Product flow";;;;1;kg
81cbfc39-1327-4819-bf83-2598e780cc85;"EoL, Flat Screens | Zinc, Substitution benefits included";;"Product flow";;;;1;kg
03503664-ccf6-4174-80da-2ea0bb0b2489;"EoL, Small Household Elec Equip. | Glass, Substitution benefits included";;"Product flow";;;;1;kg
54f6847b-57a2-4935-911d-0c38d4b55b65;"EoL, Large Household Elec. Equip. Non Cold | PA without BFR, density > 1.3, Substitution benefits included";;"Product flow";;;;1;kg
6d902d7b-8b67-468a-9e80-ad56f21e1d55;"EoL, Flat Screens | Brass, Substitution benefits included";;"Product flow";;;;1;kg
23776f82-a50d-4214-8e31-23d130e8d8dc;"EoL, Small Household Elec Equip. | PC without BFR, density > 1.3, Substitution benefits included";;"Product flow";;;;1;kg
7e48ef61-295d-4915-b04e-562a65fead11;"EoL, Small Household Elec Equip. | Lead within PCB, Substitution benefits included";;"Product flow";;;;1;kg
8a7744aa-7318-4403-8757-64809a4a86a5;"EoL, Small Household Elec Equip. | Wood, Substitution benefits included";;"Product flow";;;;1;kg
364a0729-855b-4e36-afd3-107d7062021d;"EoL, Large Household Elec. Equip. Non Cold | Concrete, Substitution benefits included";;"Product flow";;;;1;kg
0593c6ea-0c01-45a0-9689-68f383303834;"EoL, Flat Screens | Lead within PCB, Substitution benefits included";;"Product flow";;;;1;kg
cbcfadee-f2a6-4f21-ae54-0419690681c2;"EoL, Large Cooling Household Elec. Equip. | Precious metals-poor PCB, Substitution benefits included";;"Product flow";;;;1;kg
a6767ab9-7682-45d9-8756-cc692b8260a2;"EoL, Flat Screens | PCB Other base metals, Substitution benefits included";;"Product flow";;;;1;kg
2509077a-79c1-4fee-b24c-020459b885d3;"EoL, Large Cooling Household Elec. Equip. | Lead within PCB, Substitution benefits included";;"Product flow";;;;1;kg
9f0151ce-78c4-4764-8ce2-e6d9cb3c2d1b;"EoL, Large Household Elec. Equip. Non Cold | Steel, Substitution benefits included";;"Product flow";;;;1;kg
dc1d9feb-118f-480e-8cb0-d335ca780f47;"EoL, Flat Screens | ABS without BFR, density > 1.3, Substitution benefits included";;"Product flow";;;;1;kg
d0b5a4ce-acbc-4681-bc04-e453b900582a;"EoL, Large Household Elec. Equip. Non Cold | Platinoid within PCB, Substitution benefits included";;"Product flow";;;;1;kg
221e5e16-8413-45ce-9248-b5473a529409;"EoL, Flat Screens | Glass, Substitution benefits included";;"Product flow";;;;1;kg
0f889278-a7e4-40c6-a20f-66f559b9ce04;"EoL, Flat Screens | PET with BFR, Substitution benefits included";;"Product flow";;;;1;kg
eca8740d-8d48-4e39-b21e-11de0d314d08;"EoL, Large Household Elec. Equip. Non Cold | Precious metals-poor PCB, Substitution benefits included";;"Product flow";;;;1;kg
9ad9febd-c424-4470-afba-5aa90e108e9f;"EoL, Large Household Elec. Equip. Non Cold | Blowing agent pentane, Substitution benefits included";;"Product flow";;;;1;kg
b39272bc-7b36-4068-9ab6-0662e7c60bd7;"EoL, Large Household Elec. Equip. Non Cold | Bitumen, Substitution benefits included";;"Product flow";;;;1;kg
62eb20ec-8311-4500-9387-6b285c41f612;"EoL, Large Cooling Household Elec. Equip. | Oil, Substitution benefits included";;"Product flow";;;;1;kg
57d1f4bf-7576-423c-9892-35dd340dc108;"EoL, Large Household Elec. Equip. Non Cold | Copper, Substitution benefits included";;"Product flow";;;;1;kg
d57f8fd5-a32b-474e-b2b4-8a2e155a5965;"EoL, Flat Screens | ABS with BFR, Substitution benefits included";;"Product flow";;;;1;kg
4ba7e4ff-86fb-424b-8ff4-172ebcfd23a8;"EoL, Large Household Elec. Equip. Non Cold | ABS without BFR, density > 1.3, Substitution benefits included";;"Product flow";;;;1;kg
2732986b-f85e-4351-b5fb-23d9580d7ef5;"EoL, Flat Screens | Steel, Substitution benefits included";;"Product flow";;;;1;kg
16bd1bc7-723b-47fc-a0ca-ecea3fa86413;"EoL, Large Household Elec. Equip. Non Cold | Rubber, Substitution benefits included";;"Product flow";;;;1;kg
a932b0a3-262e-459e-a9c0-089a9ab82a11;"EoL, Large Cooling Household Elec. Equip. | Cooling gas butane R600A, Substitution benefits included";;"Product flow";;;;1;kg
5fc883aa-badf-4f49-89e3-7d36aa78ef2a;"EoL, Large Cooling Household Elec. Equip. | PE within wire, Substitution benefits included";;"Product flow";;;;1;kg
e95fe0ab-c8e4-459d-a3e6-06954e5a0d9e;"EoL, Large Cooling Household Elec. Equip. | PVC within wire, Substitution benefits included";;"Product flow";;;;1;kg
e9358d18-0f3f-4edf-ac50-e05ee63daecd;"EoL, Large Cooling Household Elec. Equip. | PS without BFR, density < 1.3, Substitution benefits included";;"Product flow";;;;1;kg
544854ae-9b1e-4464-94f0-bf4ee98c442a;"EoL, Large Household Elec. Equip. Non Cold | Aluminium, Substitution benefits included";;"Product flow";;;;1;kg
2811e9e9-abbf-4cc7-ac2c-5b3c985411a7;"EoL, Flat Screens | Silver within PCB, Substitution benefits included";;"Product flow";;;;1;kg
c88ceec1-ff9a-4c45-846d-8b22e02d172b;"EoL, Large Household Elec. Equip. Non Cold | PS without BFR, density < 1.3, Substitution benefits included";;"Product flow";;;;1;kg
d250aca0-d240-47fd-91a8-efb8c6e1c1f0;"EoL, Large Cooling Household Elec. Equip. | Glass, Substitution benefits included";;"Product flow";;;;1;kg
c00f04d9-7005-449a-b314-995461a65ed8;"EoL, Large Household Elec. Equip. Non Cold | Brass, Substitution benefits included";;"Product flow";;;;1;kg
8235cc4e-9ef5-435a-aab1-d9a95f026611;"EoL, Flat Screens | Gold within PCB, Substitution benefits included";;"Product flow";;;;1;kg
e7b8321e-dfe3-4526-9b56-4a1cdac7b9df;"EoL, Small Household Elec Equip. | PC with BFR, Substitution benefits included";;"Product flow";;;;1;kg
c62985e8-9395-4007-9b25-d7cc49bdf06b;"EoL, Large Household Elec. Equip. Non Cold | PA without BFR, density < 1.3, Substitution benefits included";;"Product flow";;;;1;kg
4a651359-3287-47c8-b8a6-fb1f550f2700;"EoL, Small Household Elec Equip. | Mercury, Substitution benefits included";;"Product flow";;;;1;kg
0cf1c8ad-975b-4fa9-b861-a6b5312c2f95;"EoL, Large Cooling Household Elec. Equip. | Copper, Substitution benefits included";;"Product flow";;;;1;kg
f9d6be9a-3f34-48d6-9134-d80b80850989;"EoL, Large Household Elec. Equip. Non Cold | Copper within PCB, Substitution benefits included";;"Product flow";;;;1;kg
689772b8-d4fe-42ff-86b5-932ec93698ab;"EoL, Small Household Elec Equip. | Bronze, Substitution benefits included";;"Product flow";;;;1;kg
fd4c7439-006e-48f8-b3a2-fd68cf0d5cd7;"EoL, Small Household Elec Equip. | ABS with BFR, Substitution benefits included";;"Product flow";;;;1;kg
aec02ed8-3340-479c-89b9-2d4d59fb45ac;"EoL, Small Household Elec Equip. | Platinoid within PCB, Substitution benefits included";;"Product flow";;;;1;kg
fbfa6d80-9351-4298-9a22-e21a1010ba5b;"EoL, Small Household Elec Equip. | ABS-PC with BFR, Substitution benefits included";;"Product flow";;;;1;kg
42c5ca54-b55c-4434-a2d9-efc6cc477f0d;"EoL, Large Cooling Household Elec. Equip. | Gold within PCB, Substitution benefits included";;"Product flow";;;;1;kg
17e19978-1578-471a-9e50-cece4f832a6d;"EoL, Flat Screens | PET without BFR, density < 1.3, Substitution benefits included";;"Product flow";;;;1;kg
4e0e463a-3094-4c7c-88d8-04880c959714;"EoL, Large Household Elec. Equip. Non Cold | PVC within wire, Substitution benefits included";;"Product flow";;;;1;kg
bccd9d75-6b6a-48ba-ad2f-71f9c1115132;"EoL, Small Household Elec Equip. | PS without BFR, density < 1.3, Substitution benefits included";;"Product flow";;;;1;kg
cd73a8cc-39d7-4137-8b0f-6d6c271b175c;"EoL, Large Cooling Household Elec. Equip. | Copper within PCB, Substitution benefits included";;"Product flow";;;;1;kg
8a2bb622-1b84-40da-bebe-4fb7895f185a;"EoL, Large Cooling Household Elec. Equip. | PS without BFR, density > 1.3, Substitution benefits included";;"Product flow";;;;1;kg
909a7c35-8ee1-4e03-ab58-e5f5eb395cec;"EoL, Large Household Elec. Equip. Non Cold | Gold within PCB, Substitution benefits included";;"Product flow";;;;1;kg
58cfdaa8-ebc2-4d10-9fb0-9bf7788ec71e;"EoL, Flat Screens | ABS-PC without BFR, density > 1.3, Substitution benefits included";;"Product flow";;;;1;kg
0338a85f-df9b-4947-907c-85c4b8c03a3d;"EoL, Small Household Elec Equip. | ABS without BFR, density > 1.3, Substitution benefits included";;"Product flow";;;;1;kg
ee763a7d-8373-4cfd-970a-50ac1b7855cb;"EoL, Small Household Elec Equip. | Steel, alloyed, non magnetic, Substitution benefits included";;"Product flow";;;;1;kg
79319edb-1bb7-404c-8763-873689acd971;"EoL, Small Household Elec Equip. | Gold within PCB, Substitution benefits included";;"Product flow";;;;1;kg
d821807f-6842-4b67-a93d-6b6a9ef286c6;"EoL, Large Cooling Household Elec. Equip. | PCB Other base metals, Substitution benefits included";;"Product flow";;;;1;kg
b93d188a-2573-45b7-aae7-27176a059fbb;"EoL, Small Household Elec Equip. | PS with BFR, Substitution benefits included";;"Product flow";;;;1;kg
16527e4a-e4a0-414d-811a-2a0328fcbaea;"EoL, Small Household Elec Equip. | Copper within PCB, Substitution benefits included";;"Product flow";;;;1;kg
